"station_id","hour_of_day","departures","arrivals","net_bikes","ebike_available"
"",10,1,5,4,1
"",12,1,3,2,1
"2733.03",1,1,1,0,0
"2733.03",8,1,0,-1,0
"2733.03",16,1,0,-1,0
"2733.03",17,1,1,0,0
"2733.03",18,2,1,-1,0
"2733.03",23,1,1,0,0
"2782.02",7,1,0,-1,0
"2782.02",8,1,0,-1,0
"2782.02",9,1,0,-1,0
"2782.02",14,1,0,-1,0
"2782.02",17,2,1,-1,0
"2782.02",18,1,1,0,0
"2821.05",18,1,1,0,0
"2821.05",19,1,0,-1,0
"2821.05",20,2,0,-2,0
"2821.05",21,1,0,-1,0
"2832.03",6,1,0,-1,0
"2832.03",11,1,0,-1,0
"2832.03",12,1,0,-1,0
"2832.03",14,1,0,-1,0
"2832.03",16,1,0,-1,0
"2832.03",17,1,0,-1,0
"2861.02",6,1,0,-1,0
"2861.02",7,1,0,-1,0
"2861.02",13,1,2,1,1
"2861.02",18,1,0,-1,0
"2861.02",19,1,1,0,0
"2861.02",21,1,0,-1,0
"2872.02",4,1,0,-1,0
"2872.02",13,1,0,-1,0
"2872.02",14,1,0,-1,0
"2883.03",8,1,0,-1,0
"2883.03",12,1,0,-1,0
"2898.01",1,1,0,-1,0
"2898.01",16,1,0,-1,0
"2912.08",9,1,0,-1,0
"2912.08",14,1,1,0,0
"2912.08",16,1,0,-1,0
"2912.08",17,1,0,-1,0
"2923.01",3,1,0,-1,0
"2923.01",4,1,0,-1,0
"2923.01",17,1,0,-1,0
"2932.03",6,1,0,-1,0
"2932.03",8,1,0,-1,0
"2932.03",12,2,1,-1,0
"2932.03",14,1,0,-1,0
"2932.03",15,2,1,-1,0
"2932.03",18,1,1,0,0
"2932.03",19,1,0,-1,0
"2932.03",22,1,0,-1,0
"2951.05",7,2,0,-2,0
"2951.05",11,1,1,0,0
"2951.05",12,1,0,-1,0
"2951.05",13,1,1,0,0
"2951.05",15,2,0,-2,0
"2951.05",18,1,0,-1,0
"2951.05",19,1,0,-1,0
"2951.05",20,1,0,-1,0
"2961.05",13,1,0,-1,0
"2961.05",15,1,0,-1,0
"2961.05",19,1,0,-1,0
"2961.05",20,1,1,0,0
"2971.02",9,1,0,-1,0
"2984.04",8,1,0,-1,0
"2984.04",19,1,0,-1,0
"3000.08",8,1,0,-1,0
"3000.08",10,1,0,-1,0
"3000.08",11,1,1,0,0
"3000.08",13,1,2,1,1
"3000.08",17,1,1,0,0
"3000.08",22,1,3,2,1
"3007.05",10,1,1,0,0
"3007.05",12,1,0,-1,0
"3007.05",15,1,0,-1,0
"3007.05",16,1,1,0,0
"3007.05",18,1,1,0,0
"3007.05",19,2,1,-1,0
"3011.03",9,1,0,-1,0
"3011.03",16,1,1,0,0
"3011.03",18,1,0,-1,0
"3011.03",19,3,0,-3,0
"3022.01",12,1,0,-1,0
"3022.01",17,1,0,-1,0
"3034.02",17,1,0,-1,0
"3034.02",20,1,0,-1,0
"3034.02",22,1,0,-1,0
"3038.08",8,1,0,-1,0
"3038.08",17,2,0,-2,0
"3038.08",19,1,0,-1,0
"3038.08",22,1,2,1,1
"3046.03",7,1,0,-1,0
"3046.03",8,1,0,-1,0
"3046.03",11,2,0,-2,0
"3046.03",14,1,0,-1,0
"3046.03",16,1,0,-1,0
"3050.03",6,1,0,-1,0
"3050.03",12,1,0,-1,0
"3050.03",14,1,1,0,0
"3050.03",17,3,2,-1,0
"3050.03",18,1,3,2,1
"3050.03",19,1,0,-1,0
"3050.03",21,1,0,-1,0
"3056.05",0,1,0,-1,0
"3056.05",6,1,0,-1,0
"3056.05",17,1,0,-1,0
"3056.05",20,1,1,0,0
"3070.04",7,1,0,-1,0
"3070.04",17,1,0,-1,0
"3084.05",0,1,0,-1,0
"3084.05",9,2,1,-1,0
"3084.05",12,1,0,-1,0
"3084.05",14,1,0,-1,0
"3084.05",15,1,0,-1,0
"3090.06",13,1,0,-1,0
"3090.06",15,1,1,0,0
"3090.06",16,1,1,0,0
"3090.06",18,1,1,0,0
"3093.07",8,1,0,-1,0
"3093.07",9,1,1,0,0
"3093.07",13,1,0,-1,0
"3093.07",14,1,0,-1,0
"3093.07",17,1,0,-1,0
"3113.06",11,1,1,0,0
"3113.06",12,1,0,-1,0
"3113.06",17,2,1,-1,0
"3117.05",8,2,1,-1,0
"3117.05",9,1,0,-1,0
"3117.05",10,1,0,-1,0
"3117.05",11,1,1,0,0
"3117.05",15,1,0,-1,0
"3117.05",16,1,2,1,1
"3117.05",17,1,0,-1,0
"3117.05",18,3,2,-1,0
"3117.05",19,3,0,-3,0
"3117.05",20,1,0,-1,0
"3125.09",9,1,2,1,1
"3125.09",10,1,0,-1,0
"3125.09",11,1,0,-1,0
"3125.09",12,4,0,-4,0
"3125.09",14,2,0,-2,0
"3125.09",15,2,1,-1,0
"3125.09",16,1,0,-1,0
"3125.09",17,3,2,-1,0
"3125.09",18,3,1,-2,0
"3125.09",19,2,1,-1,0
"3125.09",20,1,1,0,0
"3125.09",23,2,2,0,0
"3129.08",7,1,0,-1,0
"3129.08",8,1,0,-1,0
"3129.08",13,1,0,-1,0
"3129.08",14,2,0,-2,0
"3129.08",21,1,0,-1,0
"3129.08",22,1,2,1,1
"3132.09",13,1,0,-1,0
"3132.09",20,1,0,-1,0
"3132.09",22,1,0,-1,0
"3135.04",13,1,0,-1,0
"3135.04",14,1,1,0,0
"3135.04",15,2,1,-1,0
"3135.04",16,1,0,-1,0
"3135.04",18,2,0,-2,0
"3135.04",19,1,0,-1,0
"3138.09",13,1,2,1,1
"3138.09",16,1,1,0,0
"3138.09",22,1,0,-1,0
"3148.09",18,1,0,-1,0
"3157.08",15,1,0,-1,0
"3157.08",20,1,0,-1,0
"3161.02",9,1,0,-1,0
"3161.02",11,2,0,-2,0
"3161.02",16,2,1,-1,0
"3161.02",18,2,0,-2,0
"3166.03",11,1,0,-1,0
"3166.03",19,2,2,0,0
"3169.07",5,1,2,1,1
"3169.07",6,1,0,-1,0
"3169.07",9,1,1,0,0
"3169.07",10,1,1,0,0
"3169.07",11,2,0,-2,0
"3169.07",13,3,3,0,0
"3169.07",14,2,0,-2,0
"3169.07",15,2,2,0,0
"3169.07",17,1,1,0,0
"3169.07",18,1,3,2,1
"3169.07",20,3,0,-3,0
"3172.01",19,1,0,-1,0
"3178.02",18,1,0,-1,0
"3180.02",10,1,0,-1,0
"3180.09",15,1,0,-1,0
"3187.01",15,1,0,-1,0
"3187.01",19,1,1,0,0
"3188.04",10,1,0,-1,0
"3188.04",13,1,0,-1,0
"3188.04",16,1,0,-1,0
"3192.05",0,1,0,-1,0
"3192.05",7,4,0,-4,0
"3192.05",8,5,0,-5,0
"3192.05",9,5,2,-3,0
"3192.05",10,1,0,-1,0
"3192.05",11,3,0,-3,0
"3192.05",12,2,1,-1,0
"3192.05",13,1,3,2,1
"3192.05",15,1,2,1,1
"3192.05",16,2,3,1,1
"3192.05",17,1,0,-1,0
"3192.05",18,2,5,3,1
"3192.05",19,1,2,1,1
"3192.05",21,2,2,0,0
"3199.01",6,1,0,-1,0
"3199.01",15,1,1,0,0
"3199.01",16,1,0,-1,0
"3199.01",18,2,1,-1,0
"3202.06",7,1,0,-1,0
"3202.06",8,1,1,0,0
"3202.06",11,1,0,-1,0
"3202.06",13,3,0,-3,0
"3202.06",15,1,1,0,0
"3202.06",16,1,1,0,0
"3202.06",17,2,3,1,1
"3202.06",18,1,3,2,1
"3202.06",19,1,4,3,1
"3202.06",21,1,1,0,0
"3202.06",22,2,2,0,0
"3202.06",23,2,1,-1,0
"3205.06",19,1,0,-1,0
"3208.07",8,1,0,-1,0
"3208.07",12,1,1,0,0
"3208.07",13,2,0,-2,0
"3208.07",17,1,1,0,0
"3208.07",19,3,0,-3,0
"3211.06",9,1,0,-1,0
"3211.06",14,1,1,0,0
"3211.06",18,1,0,-1,0
"3211.06",21,2,0,-2,0
"3214.04",13,1,0,-1,0
"3214.04",15,1,0,-1,0
"3214.04",19,1,1,0,0
"3220.01",14,1,0,-1,0
"3220.01",16,1,0,-1,0
"3220.01",17,1,0,-1,0
"3223.07",17,1,0,-1,0
"3229.07",22,1,0,-1,0
"3230.01",7,1,0,-1,0
"3230.01",9,1,0,-1,0
"3230.01",10,3,3,0,0
"3230.01",13,2,1,-1,0
"3230.01",15,1,2,1,1
"3230.01",18,1,2,1,1
"3230.01",19,2,2,0,0
"3230.01",20,1,0,-1,0
"3233.06",7,1,0,-1,0
"3233.06",11,1,1,0,0
"3233.06",15,2,0,-2,0
"3233.06",16,1,1,0,0
"3233.06",17,1,1,0,0
"3240.15",5,1,0,-1,0
"3240.15",13,1,0,-1,0
"3240.15",15,1,0,-1,0
"3240.15",16,2,1,-1,0
"3240.15",17,2,1,-1,0
"3240.15",18,1,2,1,1
"3240.15",19,1,1,0,0
"3240.15",22,1,1,0,0
"3243.02",11,1,0,-1,0
"3243.02",16,1,0,-1,0
"3243.02",19,1,1,0,0
"3246.06",13,1,0,-1,0
"3256.04",7,1,0,-1,0
"3256.04",11,1,0,-1,0
"3263.01",10,1,0,-1,0
"3263.01",12,2,0,-2,0
"3263.01",14,1,0,-1,0
"3263.01",15,1,2,1,1
"3263.01",19,1,1,0,0
"3266.01",2,1,1,0,0
"3266.01",7,1,0,-1,0
"3266.01",8,1,2,1,1
"3266.01",9,1,1,0,0
"3266.01",11,2,0,-2,0
"3266.01",13,1,0,-1,0
"3266.01",14,1,1,0,0
"3266.01",15,1,1,0,0
"3266.01",16,3,0,-3,0
"3266.01",17,3,1,-2,0
"3266.01",18,1,2,1,1
"3266.01",21,1,1,0,0
"3272.01",7,1,0,-1,0
"3272.01",8,3,1,-2,0
"3272.01",13,4,0,-4,0
"3272.01",19,2,1,-1,0
"3275.03",8,1,0,-1,0
"3275.03",10,1,0,-1,0
"3275.03",16,1,1,0,0
"3275.03",17,2,0,-2,0
"3275.03",21,1,0,-1,0
"3278.07",12,1,0,-1,0
"3278.07",15,1,0,-1,0
"3280.04",7,2,0,-2,0
"3280.04",8,3,1,-2,0
"3280.04",9,1,0,-1,0
"3280.04",10,1,1,0,0
"3280.04",12,1,2,1,1
"3280.04",14,1,0,-1,0
"3280.04",15,4,0,-4,0
"3280.04",16,2,1,-1,0
"3280.04",18,1,4,3,1
"3280.04",19,1,0,-1,0
"3283.05",14,1,0,-1,0
"3294.03",9,1,0,-1,0
"3294.03",13,1,0,-1,0
"3294.03",14,2,0,-2,0
"3294.03",22,1,0,-1,0
"3294.03",23,1,0,-1,0
"3303.01",14,2,1,-1,0
"3303.01",15,2,0,-2,0
"3303.01",16,1,1,0,0
"3303.03",9,1,1,0,0
"3303.03",11,1,0,-1,0
"3303.03",12,1,0,-1,0
"3303.03",14,1,1,0,0
"3303.03",17,1,1,0,0
"3303.03",21,1,1,0,0
"3303.03",23,1,1,0,0
"3306.03",7,2,0,-2,0
"3306.03",8,1,0,-1,0
"3306.03",9,1,0,-1,0
"3306.03",10,1,0,-1,0
"3306.03",14,2,2,0,0
"3306.03",16,1,2,1,1
"3306.03",17,2,2,0,0
"3306.03",18,2,0,-2,0
"3306.03",19,1,1,0,0
"3306.03",20,1,1,0,0
"3306.03",21,1,4,3,1
"3306.03",22,2,0,-2,0
"3306.03",23,1,1,0,0
"3309.04",13,1,0,-1,0
"3312.07",7,1,0,-1,0
"3312.07",8,2,0,-2,0
"3312.07",11,1,0,-1,0
"3312.07",12,1,1,0,0
"3312.07",14,1,0,-1,0
"3312.07",15,1,0,-1,0
"3312.07",17,1,0,-1,0
"3312.07",19,1,0,-1,0
"3315.05",13,1,0,-1,0
"3315.05",15,2,2,0,0
"3318.05",9,1,0,-1,0
"3318.05",18,1,0,-1,0
"3327.01",7,1,0,-1,0
"3327.01",19,1,0,-1,0
"3344.02",5,1,0,-1,0
"3344.02",8,5,0,-5,0
"3344.02",9,2,1,-1,0
"3344.02",11,1,1,0,0
"3344.02",12,4,0,-4,0
"3344.02",13,2,1,-1,0
"3344.02",15,2,7,5,1
"3344.02",16,6,2,-4,0
"3344.02",17,5,6,1,1
"3344.02",18,4,4,0,0
"3344.02",19,1,2,1,1
"3344.02",21,1,0,-1,0
"3347.03",8,1,3,2,1
"3347.03",9,1,1,0,0
"3347.03",10,1,0,-1,0
"3347.03",11,1,0,-1,0
"3347.03",14,2,0,-2,0
"3347.03",15,2,1,-1,0
"3347.03",18,1,0,-1,0
"3347.03",20,1,0,-1,0
"3347.03",21,1,0,-1,0
"3353.04",7,3,0,-3,0
"3353.04",8,1,0,-1,0
"3353.04",13,1,0,-1,0
"3353.04",16,1,0,-1,0
"3353.04",18,1,2,1,1
"3356.07",15,1,0,-1,0
"3356.07",16,1,1,0,0
"3356.07",17,1,1,0,0
"3356.07",21,1,0,-1,0
"3359.03",19,1,0,-1,0
"3359.03",21,2,1,-1,0
"3368.04",8,1,0,-1,0
"3368.04",11,1,0,-1,0
"3368.04",12,1,0,-1,0
"3368.04",14,1,0,-1,0
"3368.04",17,1,3,2,1
"3368.04",19,1,0,-1,0
"3376.02",0,1,0,-1,0
"3376.02",7,2,1,-1,0
"3376.02",8,3,1,-2,0
"3376.02",9,1,1,0,0
"3376.02",10,3,0,-3,0
"3376.02",11,1,1,0,0
"3376.02",12,1,0,-1,0
"3376.02",13,4,3,-1,0
"3376.02",14,3,6,3,1
"3376.02",15,2,4,2,1
"3376.02",16,2,3,1,1
"3376.02",17,8,1,-7,0
"3376.02",18,2,1,-1,0
"3376.02",19,1,3,2,1
"3376.02",20,1,2,1,1
"3376.02",22,1,0,-1,0
"3376.04",7,1,0,-1,0
"3376.04",10,1,2,1,1
"3376.04",12,1,1,0,0
"3376.04",14,3,1,-2,0
"3376.04",18,1,1,0,0
"3376.04",23,1,0,-1,0
"3379.03",2,2,0,-2,0
"3379.03",8,1,0,-1,0
"3379.03",9,2,1,-1,0
"3379.03",11,1,1,0,0
"3379.03",14,1,2,1,1
"3379.03",15,1,0,-1,0
"3379.03",17,2,2,0,0
"3379.03",18,2,1,-1,0
"3379.03",19,1,2,1,1
"3379.03",21,1,2,1,1
"3382.04",12,1,2,1,1
"3385.06",9,1,2,1,1
"3385.06",10,3,2,-1,0
"3385.06",11,1,3,2,1
"3385.06",12,4,0,-4,0
"3385.06",13,3,0,-3,0
"3385.06",14,4,0,-4,0
"3385.06",15,1,2,1,1
"3385.06",16,2,4,2,1
"3385.06",17,3,4,1,1
"3385.06",18,1,3,2,1
"3385.06",19,4,2,-2,0
"3385.06",20,1,2,1,1
"3385.06",23,1,0,-1,0
"3388.02",15,1,0,-1,0
"3388.02",18,1,0,-1,0
"3394.03",7,1,0,-1,0
"3394.03",8,1,1,0,0
"3394.03",9,1,0,-1,0
"3394.03",14,1,0,-1,0
"3394.03",15,1,0,-1,0
"3394.03",18,2,1,-1,0
"3394.03",22,1,0,-1,0
"3400.04",14,1,0,-1,0
"3400.04",15,1,1,0,0
"3408.05",8,1,0,-1,0
"3408.05",9,1,0,-1,0
"3408.05",17,1,1,0,0
"3420.01",2,1,0,-1,0
"3420.01",7,1,0,-1,0
"3420.01",8,1,2,1,1
"3420.01",9,1,3,2,1
"3420.01",12,2,0,-2,0
"3420.01",13,1,0,-1,0
"3420.01",14,3,3,0,0
"3420.01",16,1,1,0,0
"3420.01",18,1,2,1,1
"3420.01",20,1,0,-1,0
"3420.01",21,1,3,2,1
"3420.01",22,1,0,-1,0
"3426.02",8,1,1,0,0
"3426.02",10,2,0,-2,0
"3426.02",16,1,2,1,1
"3426.02",19,1,1,0,0
"3426.02",20,1,1,0,0
"3426.02",21,1,1,0,0
"3426.02",22,1,1,0,0
"3428.04",10,2,1,-1,0
"3428.04",14,1,0,-1,0
"3428.04",18,1,0,-1,0
"3439.03",0,1,0,-1,0
"3439.03",7,3,1,-2,0
"3439.03",8,3,0,-3,0
"3439.03",9,1,1,0,0
"3439.03",10,3,1,-2,0
"3439.03",12,2,0,-2,0
"3439.03",13,3,2,-1,0
"3439.03",14,2,4,2,1
"3439.03",15,2,4,2,1
"3439.03",16,1,2,1,1
"3439.03",18,2,4,2,1
"3439.03",19,2,1,-1,0
"3439.03",20,1,2,1,1
"3439.03",21,1,0,-1,0
"3448.02",7,1,0,-1,0
"3448.02",9,1,0,-1,0
"3448.02",10,1,2,1,1
"3448.02",11,3,3,0,0
"3448.02",12,3,1,-2,0
"3448.02",15,2,0,-2,0
"3448.02",16,3,3,0,0
"3448.02",17,1,4,3,1
"3448.02",18,3,1,-2,0
"3448.02",19,1,1,0,0
"3448.02",20,1,2,1,1
"3448.02",23,1,0,-1,0
"3451.01",0,1,0,-1,0
"3451.01",8,1,0,-1,0
"3451.01",9,1,0,-1,0
"3451.01",16,1,0,-1,0
"3451.01",19,1,0,-1,0
"3451.01",20,1,0,-1,0
"3451.01",22,1,0,-1,0
"3454.01",21,1,0,-1,0
"3457.03",7,1,1,0,0
"3457.03",11,2,1,-1,0
"3457.03",12,2,0,-2,0
"3457.03",13,2,2,0,0
"3457.03",14,2,2,0,0
"3457.03",15,1,0,-1,0
"3457.03",16,3,2,-1,0
"3457.03",17,3,2,-1,0
"3457.03",18,3,1,-2,0
"3457.03",19,3,0,-3,0
"3457.03",20,3,1,-2,0
"3457.03",21,2,0,-2,0
"3457.03",22,1,0,-1,0
"3457.03",23,1,1,0,0
"3460.01",15,4,1,-3,0
"3460.01",16,1,0,-1,0
"3460.01",17,6,2,-4,0
"3460.01",18,1,1,0,0
"3460.01",19,1,1,0,0
"3460.02",1,1,0,-1,0
"3460.02",9,1,4,3,1
"3460.02",12,2,1,-1,0
"3460.02",13,3,1,-2,0
"3460.02",15,3,6,3,1
"3460.02",16,5,1,-4,0
"3460.02",17,6,2,-4,0
"3460.04",18,2,0,-2,0
"3460.04",21,1,1,0,0
"3460.05",17,1,0,-1,0
"3460.05",18,3,1,-2,0
"3463.01",14,1,0,-1,0
"3463.01",18,1,0,-1,0
"3472.03",9,1,1,0,0
"3472.03",10,1,1,0,0
"3472.03",11,1,0,-1,0
"3472.03",14,1,3,2,1
"3472.03",15,2,1,-1,0
"3472.03",16,1,1,0,0
"3472.03",17,1,2,1,1
"3472.03",23,1,0,-1,0
"3480.04",8,1,0,-1,0
"3480.04",10,1,0,-1,0
"3480.04",11,1,5,4,1
"3480.04",12,2,0,-2,0
"3480.04",13,4,0,-4,0
"3480.04",14,3,3,0,0
"3480.04",15,3,3,0,0
"3480.04",16,2,1,-1,0
"3480.04",17,2,1,-1,0
"3480.04",18,3,1,-2,0
"3480.04",19,4,2,-2,0
"3480.04",20,2,1,-1,0
"3480.04",23,2,2,0,0
"3486.02",12,1,0,-1,0
"3486.02",14,1,0,-1,0
"3486.02",17,2,0,-2,0
"3486.02",19,2,1,-1,0
"3486.02",20,1,0,-1,0
"3492.04",3,1,0,-1,0
"3492.04",13,1,1,0,0
"3492.04",14,2,1,-1,0
"3492.04",19,1,0,-1,0
"3498.09",7,3,1,-2,0
"3498.09",8,3,1,-2,0
"3498.09",9,3,1,-2,0
"3498.09",10,3,3,0,0
"3498.09",11,3,3,0,0
"3498.09",12,1,2,1,1
"3498.09",15,4,3,-1,0
"3498.09",16,3,4,1,1
"3498.09",17,3,2,-1,0
"3498.09",18,5,4,-1,0
"3498.09",19,2,2,0,0
"3498.09",20,1,2,1,1
"3498.09",21,1,0,-1,0
"3498.09",22,1,3,2,1
"3504.02",10,1,0,-1,0
"3504.02",11,1,0,-1,0
"3504.02",14,1,0,-1,0
"3504.02",15,1,0,-1,0
"3504.02",18,1,0,-1,0
"3507.04",6,1,0,-1,0
"3507.04",8,3,3,0,0
"3507.04",9,1,2,1,1
"3507.04",10,1,0,-1,0
"3507.04",13,1,0,-1,0
"3507.04",14,3,3,0,0
"3507.04",16,2,0,-2,0
"3507.04",17,4,0,-4,0
"3507.04",18,1,2,1,1
"3512.03",9,1,0,-1,0
"3512.03",10,2,1,-1,0
"3512.03",11,3,1,-2,0
"3512.03",13,1,1,0,0
"3512.03",18,1,0,-1,0
"3512.03",19,1,1,0,0
"3515.01",7,1,0,-1,0
"3515.01",8,1,0,-1,0
"3515.01",9,1,0,-1,0
"3515.01",10,2,0,-2,0
"3515.01",13,1,2,1,1
"3515.01",15,1,0,-1,0
"3515.01",16,3,0,-3,0
"3515.01",17,1,1,0,0
"3520.01",8,1,2,1,1
"3520.01",9,3,1,-2,0
"3520.01",10,1,1,0,0
"3520.01",11,3,1,-2,0
"3520.01",13,1,1,0,0
"3520.01",15,1,0,-1,0
"3520.01",16,1,2,1,1
"3520.01",17,3,4,1,1
"3520.01",18,1,0,-1,0
"3520.01",19,1,1,0,0
"3520.01",21,1,0,-1,0
"3520.01",23,1,0,-1,0
"3523.06",1,1,0,-1,0
"3523.06",11,1,0,-1,0
"3523.06",13,1,2,1,1
"3523.06",14,1,0,-1,0
"3523.06",16,1,1,0,0
"3523.06",17,1,1,0,0
"3523.06",18,2,0,-2,0
"3523.06",19,2,0,-2,0
"3526.04",16,1,0,-1,0
"3526.04",17,1,0,-1,0
"3526.06",18,1,0,-1,0
"3526.06",20,1,0,-1,0
"3532.02",15,1,0,-1,0
"3532.02",17,1,0,-1,0
"3535.02",10,1,0,-1,0
"3535.02",11,2,0,-2,0
"3535.02",13,2,1,-1,0
"3535.03",17,1,0,-1,0
"3538.09",7,2,2,0,0
"3538.09",8,6,1,-5,0
"3538.09",9,3,1,-2,0
"3538.09",12,1,0,-1,0
"3538.09",14,5,7,2,1
"3538.09",15,2,1,-1,0
"3538.09",16,1,1,0,0
"3538.09",17,2,4,2,1
"3538.09",18,5,2,-3,0
"3538.09",19,1,2,1,1
"3538.09",20,1,0,-1,0
"3538.09",22,1,3,2,1
"3544.02",0,1,0,-1,0
"3544.02",9,1,0,-1,0
"3544.02",10,2,0,-2,0
"3544.02",11,1,0,-1,0
"3544.02",16,2,0,-2,0
"3544.02",19,2,1,-1,0
"3547.04",2,1,0,-1,0
"3547.04",9,1,0,-1,0
"3547.04",20,1,0,-1,0
"3552.09",6,2,0,-2,0
"3552.09",8,2,2,0,0
"3552.09",9,2,0,-2,0
"3552.09",13,1,0,-1,0
"3552.09",15,1,2,1,1
"3552.09",16,1,0,-1,0
"3552.09",17,3,1,-2,0
"3552.09",18,1,0,-1,0
"3555.04",8,1,2,1,1
"3555.04",10,1,0,-1,0
"3555.04",11,1,0,-1,0
"3555.04",13,2,0,-2,0
"3555.04",14,1,2,1,1
"3555.04",15,3,1,-2,0
"3555.04",17,1,2,1,1
"3555.04",18,1,0,-1,0
"3555.04",19,2,3,1,1
"3555.04",20,1,0,-1,0
"3555.04",21,1,1,0,0
"3555.04",22,1,1,0,0
"3564.04",5,1,0,-1,0
"3564.04",6,2,1,-1,0
"3564.04",10,1,2,1,1
"3564.04",13,1,1,0,0
"3564.04",15,1,0,-1,0
"3564.04",16,1,2,1,1
"3564.04",17,2,1,-1,0
"3564.04",18,3,1,-2,0
"3564.04",19,1,1,0,0
"3564.04",22,1,0,-1,0
"3567.05",15,1,0,-1,0
"3567.05",22,2,1,-1,0
"3576.1",16,1,0,-1,0
"3579.04",5,1,0,-1,0
"3579.04",8,4,1,-3,0
"3579.04",9,3,3,0,0
"3579.04",10,3,1,-2,0
"3579.04",11,1,2,1,1
"3579.04",12,3,3,0,0
"3579.04",13,5,1,-4,0
"3579.04",14,1,1,0,0
"3579.04",16,4,1,-3,0
"3579.04",17,6,3,-3,0
"3579.04",18,3,4,1,1
"3579.04",20,1,2,1,1
"3579.04",23,3,0,-3,0
"3585.06",10,1,1,0,0
"3585.06",22,1,0,-1,0
"3585.06",23,1,0,-1,0
"3588.01",1,1,0,-1,0
"3588.01",8,4,1,-3,0
"3588.01",9,2,0,-2,0
"3588.01",11,1,1,0,0
"3588.01",12,3,1,-2,0
"3588.01",13,3,0,-3,0
"3588.01",15,1,1,0,0
"3588.01",16,1,3,2,1
"3588.01",17,4,2,-2,0
"3588.01",18,1,1,0,0
"3588.01",22,1,0,-1,0
"3593.01",6,1,2,1,1
"3593.01",7,3,0,-3,0
"3593.01",8,2,0,-2,0
"3593.01",11,3,1,-2,0
"3593.01",12,2,1,-1,0
"3593.01",14,2,0,-2,0
"3593.01",17,2,3,1,1
"3593.01",21,1,0,-1,0
"3593.1",6,1,0,-1,0
"3593.1",8,3,0,-3,0
"3593.1",9,2,0,-2,0
"3593.1",11,3,1,-2,0
"3593.1",12,2,2,0,0
"3593.1",15,1,1,0,0
"3593.1",18,2,1,-1,0
"3593.1",19,2,2,0,0
"3593.1",21,1,2,1,1
"3596.04",1,1,0,-1,0
"3596.04",3,1,0,-1,0
"3596.04",5,1,1,0,0
"3596.04",12,1,1,0,0
"3596.04",14,2,0,-2,0
"3596.04",16,3,0,-3,0
"3596.04",17,3,0,-3,0
"3596.04",18,1,0,-1,0
"3599.01",14,1,0,-1,0
"3599.01",15,1,1,0,0
"3608.06",7,1,1,0,0
"3608.06",15,1,0,-1,0
"3608.06",18,1,1,0,0
"3608.06",19,1,0,-1,0
"3608.06",21,1,1,0,0
"3611.02",6,1,1,0,0
"3611.02",7,1,0,-1,0
"3611.02",8,4,1,-3,0
"3611.02",9,2,1,-1,0
"3611.02",10,1,2,1,1
"3611.02",11,1,0,-1,0
"3611.02",13,2,1,-1,0
"3611.02",14,2,3,1,1
"3611.02",16,7,4,-3,0
"3611.02",18,3,5,2,1
"3611.02",19,2,6,4,1
"3611.02",20,5,2,-3,0
"3611.02",21,4,1,-3,0
"3611.02",22,2,2,0,0
"3617.02",2,1,1,0,0
"3617.02",6,2,0,-2,0
"3617.02",7,1,1,0,0
"3617.02",8,2,1,-1,0
"3617.02",9,1,0,-1,0
"3617.02",10,1,1,0,0
"3617.02",14,2,1,-1,0
"3617.02",15,2,2,0,0
"3617.02",16,1,1,0,0
"3617.02",17,2,2,0,0
"3617.02",18,1,3,2,1
"3620.02",1,1,1,0,0
"3620.02",6,1,0,-1,0
"3620.02",7,1,1,0,0
"3620.02",8,1,0,-1,0
"3620.02",9,2,1,-1,0
"3620.02",12,2,1,-1,0
"3620.02",14,1,0,-1,0
"3620.02",16,2,0,-2,0
"3620.02",17,2,1,-1,0
"3620.02",18,2,0,-2,0
"3620.02",19,1,1,0,0
"3620.02",21,2,1,-1,0
"3620.02",22,1,1,0,0
"3620.02",23,1,1,0,0
"3625.04",8,2,0,-2,0
"3625.04",11,2,1,-1,0
"3625.04",13,1,1,0,0
"3625.04",16,1,1,0,0
"3625.04",17,1,1,0,0
"3625.04",18,1,0,-1,0
"3625.04",20,1,2,1,1
"3625.04",21,1,0,-1,0
"3625.04",22,1,0,-1,0
"3625.07",2,1,0,-1,0
"3625.07",8,1,0,-1,0
"3625.07",10,3,2,-1,0
"3625.07",11,1,1,0,0
"3625.07",16,1,2,1,1
"3625.07",17,1,1,0,0
"3625.07",18,1,1,0,0
"3628.11",1,1,1,0,0
"3628.11",4,1,0,-1,0
"3628.11",5,1,1,0,0
"3628.11",7,7,0,-7,0
"3628.11",8,4,5,1,1
"3628.11",9,3,1,-2,0
"3628.11",12,2,0,-2,0
"3628.11",13,8,2,-6,0
"3628.11",14,3,1,-2,0
"3628.11",15,2,5,3,1
"3628.11",16,1,6,5,1
"3628.11",17,3,4,1,1
"3628.11",18,7,1,-6,0
"3628.11",19,3,5,2,1
"3628.11",20,2,2,0,0
"3628.11",21,1,1,0,0
"3628.11",22,1,2,1,1
"3633.08",7,1,0,-1,0
"3633.08",8,1,2,1,1
"3633.08",9,1,2,1,1
"3633.08",10,10,2,-8,0
"3633.08",11,2,1,-1,0
"3633.08",12,5,1,-4,0
"3633.08",13,2,4,2,1
"3633.08",14,3,4,1,1
"3633.08",15,3,8,5,1
"3633.08",16,5,7,2,1
"3633.08",17,4,5,1,1
"3633.08",18,2,7,5,1
"3633.08",19,6,2,-4,0
